Type,SFN,Status,Start Time,End Time,Execution Time
COMPACTION,ALIGNIQ_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:25","Sep 21, 2020, 07:32","7 mins, 32 secs"
COMPACTION,APTTUS_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:52","Sep 21, 2020, 08:12","20 mins, 5 secs"
COMPACTION,BF_EDHR_CS_COMPACTION,SUCCEEDED,"Sep 21, 2020, 09:30","Sep 21, 2020, 09:57","26 mins, 59 secs"
COMPACTION,BFE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:38","39 mins, 16 secs"
COMPACTION,CHU_COMPACTION,SUCCEEDED,"Sep 21, 2020, 09:06","Sep 21, 2020, 09:18","12 mins, 6 secs"
COMPACTION,CONNECTIVITY_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:25","26 mins, 25 secs"
COMPACTION,CSO_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:59","Sep 21, 2020, 09:06","7 mins, 12 secs"
COMPACTION,DRM_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:50","Sep 21, 2020, 08:59","8 mins, 42 secs"
COMPACTION,ELICENSE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 09:57","Sep 21, 2020, 10:11","13 mins, 39 secs"
COMPACTION,FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:00","Sep 21, 2020, 08:41","40 mins, 24 secs"
COMPACTION,GIB_COMPACTION,WAITING,-,-,-
COMPACTION,GLA_COMPACTION,SUCCEEDED,"Sep 21, 2020, 01:30","Sep 21, 2020, 05:36","4 hrs, 5 mins, 22 secs"
COMPACTION,GLPROD_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 10:17","3 hrs, 18 mins, 6 secs"
COMPACTION,GPM_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:12","Sep 21, 2020, 09:30","1 hrs, 17 mins, 54 secs"
COMPACTION,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:52","53 mins, 41 secs"
COMPACTION,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 04:55","Sep 21, 2020, 05:28","32 mins, 39 secs"
COMPACTION,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 21, 2020, 05:28","Sep 21, 2020, 06:59","1 hrs, 31 mins, 5 secs"
COMPACTION,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 21, 2020, 07:52","Sep 21, 2020, 07:54","1 mins, 58 secs"
COMPACTION,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 21, 2020, 04:50","Sep 21, 2020, 04:55","4 mins, 57 secs"
COMPACTION,MUST_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:52","53 mins, 25 secs"
COMPACTION,MWS_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:25","25 mins, 58 secs"
COMPACTION,MWSAGILE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:38","Sep 21, 2020, 07:46","8 mins, 25 secs"
COMPACTION,NVO_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:41","Sep 21, 2020, 08:50","9 mins, 46 secs"
COMPACTION,PQW_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:32","Sep 21, 2020, 08:00","27 mins, 51 secs"
COMPACTION,RULE_STUDIO_COMPACTION,WAITING,-,-,-
COMPACTION,SALESFORCE_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:24","Sep 21, 2020, 08:01","37 mins, 22 secs"
COMPACTION,SBOM_COMPACTION,SUCCEEDED,"Sep 21, 2020, 06:59","Sep 21, 2020, 07:24","24 mins, 51 secs"
COMPACTION,SERVICEMAX_COMPACTION,SUCCEEDED,"Sep 21, 2020, 07:46","Sep 21, 2020, 08:45","58 mins, 58 secs"
COMPACTION,SIEBEL_AMERICAS_COMPACTION,RUNNING,"Sep 21, 2020, 11:39",-,-
COMPACTION,SIT_COMPACTION,SUCCEEDED,"Sep 21, 2020, 08:01","Sep 21, 2020, 09:30","1 hrs, 29 mins, 7 secs"
ENTITY,CD_ENTITY_MASTER_SCHEDULE,WAITING,-,-,-
ENTITY,CI_ENTITY_MASTER_SCHEDULE,WAITING,-,-,-
ENTITY,CI_SR_ENTITY_SAM_SIT_MUST_BFE,WAITING,-,-,-
ENTITY,IB_INTEL_ENTITY_DQ_FRAMEWORK,WAITING,-,-,-
ENTITY,IB_INTEL_ENTITY_MASTER_SCHEDULE,WAITING,-,-,-
ENTITY,IB_UPGRADE_ENTITY_JOBS,WAITING,-,-,-
ENTITY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,RUNNING,"Sep 21, 2020, 12:27",-,-
ENTITY,MAPP_REFRESH_SPOTFIRE,WAITING,-,-,-
ENTITY,MAPP_SNAPSHOT_WRAPPER,WAITING,-,-,-
ENTITY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,WAITING,-,-,-
ENTITY,SR_ENTITY_MASTER_SCHEDULE,WAITING,-,-,-
CDS,CI_CDS_AR_INVC_CDS_DTL_F_SUMMARY,WAITING,-,-,-
CDS,CI_CDS_MASTER_SCHEDULE,WAITING,-,-,-
CDS,IB_INTEL_CDS_MASTER_SCHEDULE,WAITING,-,-,-
CDS,MAPP_CDS_DAILY_MASTER_SCHEDULE,WAITING,-,-,-
CDS,OUTLIERS_CDS_MASTER_SCHEDULE,WAITING,-,-,-
CDS,SR_CDS_MASTER_SCHEDULE,WAITING,-,-,-
